id,title,field_model,field_resource_type,field_display_hints,field_member_of,field_edtf_date_created,field_subject,field_rights,field_description_long,file,field_related_item_boolean,field_related_item_type,field_related_item_title,field_identifier,field_linked_agent
154,Columbia County Bridge 56,Image,Still Image,Open Seadragon,2083,8/19/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>A county-line bridge over Roaring Creek between Columbia and Northumberland Counties. The view is of Northumberland County, Pennsylvania.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_141.jpg,1,host,MS 80 Nelson F. Davis Collection,3955634,relators:pht:472^|.|^relators:pbl:471
155,Erb's Bridge,Image,Still Image,Open Seadragon,2083,8/22/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Side view of Erb's Bridge over the Conodoguinet Creek near Camp Hill, Cumberland County, Pennsylvania. </p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_142.jpg,1,host,MS 80 Nelson F. Davis Collection,3955635,relators:pht:472^|.|^relators:pbl:471
156,Oyster's Bridge,Image,Still Image,Open Seadragon,2083,8/22/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Entrance to Oyster's or perhaps Eyster's Bridge over Conodoguinet Creek at Oyster's Mills, Cumberland County, Pennsylvania. Locally, it is known as the ""Hex"" Bridge.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_143.jpg,1,host,MS 80 Nelson F. Davis Collection,3955636,relators:pht:472^|.|^relators:pbl:471
157,Orr's Bridge,Image,Still Image,Open Seadragon,2083,8/22/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Side view of Orr's Bridge over the Conodoguinet Creek near Camp Hill, Cumberland County, Pennsylvania.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_144.jpg,1,host,MS 80 Nelson F. Davis Collection,3955637,relators:pht:472^|.|^relators:pbl:471
158,Sample's Bridge,Image,Still Image,Open Seadragon,2083,8/22/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Entrance to Sample's Bridge over Conodoguinet Creek in Cumberland County, Pennsylvania.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_145.jpg,1,host,MS 80 Nelson F. Davis Collection,3955638,relators:pht:472^|.|^relators:pbl:471
159,Breish's Bridge,Image,Still Image,Open Seadragon,2083,8/22/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Entrance to Breish's Bridge over Conodoguinet Creek, Cumberland County, Pennsylvania.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_146.jpg,1,host,MS 80 Nelson F. Davis Collection,3955639,relators:pht:472^|.|^relators:pbl:471
160,Good Hope Bridge,Image,Still Image,Open Seadragon,2083,8/22/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Entrance to Good Hope Bridge over Conodoguinet Creek, Cumberland County, Pennsylvania.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_147.jpg,1,host,MS 80 Nelson F. Davis Collection,3955640,relators:pht:472^|.|^relators:pbl:471
161,Huston's Bridge,Image,Still Image,Open Seadragon,2083,8/22/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Side view of Huston's Bridge at Willow Mills over Conodoguinet Creek, Cumberland County, Pennsylvania.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_148.jpg,1,host,MS 80 Nelson F. Davis Collection,3955641,relators:pht:472^|.|^relators:pbl:471
162,Huston's Bridge,Image,Still Image,Open Seadragon,2083,8/22/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Interior of Huston's Bridge over Conodoguinet Creek, Cumberland County, Pennsylvania.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_149.jpg,1,host,MS 80 Nelson F. Davis Collection,3955642,relators:pht:472^|.|^relators:pbl:471
163,Iron Bridge,Image,Still Image,Open Seadragon,2083,8/22/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>The ""Iron"" Bridge, a wooden covered bridge, over the Conodoguinet Creek, Cumberland County, Pennsylvania.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_150.jpg,1,host,MS 80 Nelson F. Davis Collection,3955643,relators:pht:472^|.|^relators:pbl:471
164,Iron Bridge,Image,Still Image,Open Seadragon,2083,8/22/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Interior of the Iron Bridge over the Conodoguinet Creek, Cumberland County, Pennsylvania. </p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_151.jpg,1,host,MS 80 Nelson F. Davis Collection,3955644,relators:pht:472^|.|^relators:pbl:471
165,Buck's Bridge,Image,Still Image,Open Seadragon,2083,9/2/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Interior of Buck's Bridge over Chopoco Creek at Covered Bridge Park, Carbon County, Pennsylvania. </p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_152.jpg,1,host,MS 80 Nelson F. Davis Collection,3955645,relators:pht:472^|.|^relators:pbl:471
166,Buck's Bridge,Image,Still Image,Open Seadragon,2083,9/2/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Side view of Buck's Bridge which spans Chopoco Creek or Big Creek at Covered Bridge Park in Big Creek Valley, Carbon County, Pennsylvania.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_153.jpg,1,host,MS 80 Nelson F. Davis Collection,3955646,relators:pht:472^|.|^relators:pbl:471
167,Little Gap Bridge,Image,Still Image,Open Seadragon,2083,9/2/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Entrance to Little Gap Bridge over Chopoco Creek at Little Gap, Carbon County, Pennsylvania.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_154.jpg,1,host,MS 80 Nelson F. Davis Collection,3955647,relators:pht:472^|.|^relators:pbl:471
168,Old Red Bridge,Image,Still Image,Open Seadragon,2083,8/3/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Interior of the Old Red Bridge over Middle Creek at Dreese, Snyder County, Pennsylvania.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_100.jpg,1,host,MS 80 Nelson F. Davis Collection,3955593,relators:pht:472^|.|^relators:pbl:471
169,Old Red Bridge,Image,Still Image,Open Seadragon,2083,8/3/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Side view of the Old Red Bridge over Middle Creek at Dreese, Snyder County, Pennsylvania.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_101.jpg,1,host,MS 80 Nelson F. Davis Collection,3955594,relators:pht:472^|.|^relators:pbl:471
170,Wallace Run Bridge,Image,Still Image,Open Seadragon,2083,7/30/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Side view of the bridge over Wallace Run near the junction with Loyalsock Creek three miles above Slabtown, Lycoming County, Pennsylvania. This photograph shows the shoring and exterior bracing of the rainbow arch structure after the flood of 1936. </p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_099.jpg,1,host,MS 80 Nelson F. Davis Collection,3955406,relators:pht:472^|.|^relators:pbl:471
171,Renninger's Bridge,Image,Still Image,Open Seadragon,2083,10/10/35,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Renninger's Bridge over the Middle Creek south of Salem, at Paulings, Snyder County, Pennsylvania with a 105 foot span. </p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_093.jpg,1,host,MS 80 Nelson F. Davis Collection,3955340,relators:pht:472^|.|^relators:pbl:471
172,Twin Bridges,Image,Still Image,Open Seadragon,2083,10/11/35,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Twin Bridges over Middle Creek at Globe Mills, Snyder County, Pennsylvania looking south. The span is approximately 108 feet long and has a 6 ton capacity.  Twin Bridges was built by Peter Kiefer of Sunbury, Pennsylvania.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_094.jpg,1,host,MS 80 Nelson F. Davis Collection,3955341,relators:pht:472^|.|^relators:pbl:471
173,Twin Bridges,Image,Still Image,Open Seadragon,2083,10/11/35,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Twin Bridges over Middle Creek at Globe Mills, Snyder County, Pennsylvania looking south toward the twin span. Twin Bridges had a 6 ton capacity and was 93 feet long.  Built by Peter Kiefer, Sunbury, Pennsylvania.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_095.jpg,1,host,MS 80 Nelson F. Davis Collection,3955342,relators:pht:472^|.|^relators:pbl:471
174,Little Buffalo Bridge,Image,Still Image,Open Seadragon,2083,6/25/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Interior detail of the bridge over Little Buffalo Creek at Taylorville, Union County, Pennsylvania, with a space of 17 paces long  and constructed with hewed oak timbers.  Note on back of photograph: W. Shields, born 1842. </p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_096.jpg,1,host,MS 80 Nelson F. Davis Collection,3955343,relators:pht:472^|.|^relators:pbl:471
175,Nogel's Bridge,Image,Still Image,Open Seadragon,2083,6/25/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Interior of Nogel's Bridge over Buffalo Creek, near Dale's Hill, Union County, Pennsylvania. The span is 53 paces long. According to the statement of Frank Ewig, Lewisburg, , this bridge was build by Peter Kiefer of Sunbury, Pennsylvania, who built many bridges in Union County.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_097.jpg,1,host,MS 80 Nelson F. Davis Collection,3955344,relators:pht:472^|.|^relators:pbl:471
176,Wallace Run Bridge,Image,Still Image,Open Seadragon,2083,7/30/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Exterior of the bridge over Wallace Run at the junction with Loyalsock Creek, three miles above Slabtown, Lycoming County, Pennsylvania which was constructed from hewn timbers, spanned 80 feet and had a capacity of 2 to 3 tons. The bridge was over 100 years old when photographed in 1936. Note on the back of the photograph: ""Creek bed shows effects of flood waters of Flood of March 19, 1936.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_098.jpg,1,host,MS 80 Nelson F. Davis Collection,3955346,relators:pht:472^|.|^relators:pbl:471
177,Shriner's Island Bridge,Image,Still Image,Open Seadragon,2083,4/1/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Bridge at Shriner's Island over Buffalo Creek, Union County, Pennsylvania.  Flood waters of the Susquehanna River backed upstream in Buffalo Creek during the flood of March 19, 1936 to a depth that floated the bridge from its foundations and the bridge collapsed. </p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_034.jpg,1,host,MS 80 Nelson F. Davis Collection,3955281,relators:pht:472^|.|^relators:pbl:471
178,Shriner's Island Bridge,Image,Still Image,Open Seadragon,2083,12/31/35,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>South entrance to Shriner's Island Bridge over Buffalo Creek, Union County, Pennsylvania, one mile from Lewisburg, Pa. George Weidensaul in the sleigh.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_035.jpg,1,host,MS 80 Nelson F. Davis Collection,3955282,relators:pht:472^|.|^relators:pbl:471
179,Shriner's Island Bridge,Image,Still Image,Open Seadragon,2083,12/31/35,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>South entrance to Shriner's Island Bridge over Buffalo Creek, Union County, Pennsylvania, one mile from Lewisburg.  </p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_036.jpg,1,host,MS 80 Nelson F. Davis Collection,3955283,relators:pht:472^|.|^relators:pbl:471
180,Shriner's Island Bridge,Image,Still Image,Open Seadragon,2083,11/15/35,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>South entrance to Shriner's Island Bridge over Buffalo Creek, Union County, Pennsylvania, one mile from Lewisburg. Two spans with a middle pier in excellent repair. About 200 feet long.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_037.jpg,1,host,MS 80 Nelson F. Davis Collection,3955284,relators:pht:472^|.|^relators:pbl:471
181,Shriner's Island Bridge,Image,Still Image,Open Seadragon,2083,9/16/35,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Interior of Shriner's Island Bridge over Buffalo Creek, Union County, Pennsylvania, about a mile from Lewisburg. Constructed of hemlock and white pine with oak-flooring planks.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_038.jpg,1,host,MS 80 Nelson F. Davis Collection,3955285,relators:pht:472^|.|^relators:pbl:471
182,Shriner's Island Bridge,Image,Still Image,Open Seadragon,2083,9/16/35,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Interior of two-span Shriner's Island Bridge over Buffalo Creek, Union County, Pennsylvania, about one mile from Lewisburg.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_039.jpg,1,host,MS 80 Nelson F. Davis Collection,3955286,relators:pht:472^|.|^relators:pbl:471
183,Nogel's Bridge,Image,Still Image,Open Seadragon,2083,10/12/35,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Nogel's Bridge over Buffalo Creek at Dale's Hill, Union County, Pennsylvania. 52 paces in length. In a long span such as 150 to 160 feet, the floor was raised to an arch of 16 inches higher in the middle than at the ends. This bridge was built by Peter Kiefer of Sunbury, Pennsylvania.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_040.jpg,1,host,MS 80 Nelson F. Davis Collection,3955287,relators:pht:472^|.|^relators:pbl:471
184,Nogel's Bridge,Image,Still Image,Open Seadragon,2083,9/16/35,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Under structure of Nogel's Bridge over Buffalo Creek, Union County, Pennsylvania, near Dale's Hill and two miles west of Lewisburg.  Built by Peter Kiefer of Sunbury, Pennsylvania, who built many bridges in Union and Snyder counties.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_041.jpg,1,host,MS 80 Nelson F. Davis Collection,3955288,relators:pht:472^|.|^relators:pbl:471
185,Buffalo Creek Bridge,Image,Still Image,Open Seadragon,2083,12/21/35,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Bridge over Buffalo Creek, Union County, Pennsylvania, at Hoffa's Mill known as Witmer's Mill in 1935, and located near the ""Wolfeland"" recreation area.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_042.jpg,1,host,MS 80 Nelson F. Davis Collection,3955289,relators:pht:472^|.|^relators:pbl:471
186,Buffalo Creek Bridge,Image,Still Image,Open Seadragon,2083,9/16/35,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Interior of bridge over Buffalo Creek at Witmer's formerly Hoffa's Mill, Union County, Pa., near ""Wolfeland.""</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_043.jpg,1,host,MS 80 Nelson F. Davis Collection,3955290,relators:pht:472^|.|^relators:pbl:471
187,Reedy's Bridge,Image,Still Image,Open Seadragon,2083,9/16/35,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Reedy's Bridge over Buffalo Creek, Union County, Pennsylvania, one-half mile west of Buffalo Crossroads in Union County.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_044.jpg,1,host,MS 80 Nelson F. Davis Collection,3955291,relators:pht:472^|.|^relators:pbl:471
188,Creek Bridge,Image,Still Image,Open Seadragon,2083,9/16/35,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Creek Bridge near the Creek School House over Buffalo Creek, Union County, Pennsylvania, on the road from Mifflinburg to Forest Hill.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_045.jpg,1,host,MS 80 Nelson F. Davis Collection,3955292,relators:pht:472^|.|^relators:pbl:471
189,Hassenplug Bridge,Image,Still Image,Open Seadragon,2083,12/21/35,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Hassenplug Bridge over Buffalo Creek, Union County, Pennsylvania, north of Mifflinburg and a quarter-mile below Lybarger's Bridge. Notice posted on the bridge: ""Any persons riding or diving at another gait than a walk or driving more than 15 head of cattle or carrying fire in a any way over this bridge are subject to a fine of 30 dollars.""</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_046.jpg,1,host,MS 80 Nelson F. Davis Collection,3955293,relators:pht:472^|.|^relators:pbl:471
190,Lybarger's bridge,Image,Still Image,Open Seadragon,2083,9/16/35,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>South entrance to Lybarger's Bridge over Buffalo Creek, Union County, Pennsylvania,  north of Mifflinburg.  Nelson F. Davis notes that it was raining when the photograph was taken.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_047.jpg,1,host,MS 80 Nelson F. Davis Collection,3955294,relators:pht:472^|.|^relators:pbl:471
191,Buffalo Creek Bridge,Image,Still Image,Open Seadragon,2083,12/21/35,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Bridge over Buffalo Creek, Union County, Pennsylvania, west and north of Mifflinburg and near the ""Old Dunkard Church."" </p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_048.jpg,1,host,MS 80 Nelson F. Davis Collection,3955295,relators:pht:472^|.|^relators:pbl:471
192,Buffalo Creek Bridge,Image,Still Image,Open Seadragon,2083,9/16/35,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Interior of bridge over Buffalo Creek, Union County, Pennsylvania, north of the  ""Old Dunkard Church"" and west of Mifflinburg.  Span is 25 paces long. ""PRAE PARE TO MEET GOD NOW"" printed on the brace at the right.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_049.jpg,1,host,MS 80 Nelson F. Davis Collection,3955296,relators:pht:472^|.|^relators:pbl:471
193,Buffalo Creek Bridge,Image,Still Image,Open Seadragon,2083,9/16/35,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Under structure of the bridge over Buffalo Creek, Union County, Pennsylvania, north of the ""Old Dunkard Church near Mifflinburg, Pa. The beams are Pennsylvania white pine.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_050.jpg,1,host,MS 80 Nelson F. Davis Collection,3955297,relators:pht:472^|.|^relators:pbl:471
194,Spruce Run Bridge,Image,Still Image,Open Seadragon,2083,9/16/35,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Bridge over Spruce Run near Mazeppa, Union County, Pennsylvania.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_051.jpg,1,host,MS 80 Nelson F. Davis Collection,3955298,relators:pht:472^|.|^relators:pbl:471
195,Spruce Run Bridge,Image,Still Image,Open Seadragon,2083,9/16/35,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Interior of the bridge over Spruce Run near Mazeppa, Union County, Pennsylvania. Built by Mr. Carpenter between 1880 and 1885.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_052.jpg,1,host,MS 80 Nelson F. Davis Collection,3955299,relators:pht:472^|.|^relators:pbl:471
196,Little Buffalo Creek Bridge,Image,Still Image,Open Seadragon,2083,9/16/35,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Bridge over Little Buffalo Creek near Taylorville, Union County, Pennsylvania. Span is 17 paces.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_053.jpg,1,host,MS 80 Nelson F. Davis Collection,3955300,relators:pht:472^|.|^relators:pbl:471
197,Little Buffalo Creek Bridge,Image,Still Image,Open Seadragon,2083,9/16/35,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Bridge over Little Buffalo Creek, near Taylorville, Union County, Pennsylvania. Mr. James Fairchild is hauling milk to town. ""W. Shields"" is carved in the arch.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_054.jpg,1,host,MS 80 Nelson F. Davis Collection,3955301,relators:pht:472^|.|^relators:pbl:471
198,Little Buffalo Creek Bridge,Image,Still Image,Open Seadragon,2083,9/16/35,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Bridge over  Little Buffalo Creek, near Taylorville, Union County, Pennsylvania. Mr. Fairchilds and Harold Leiser with the milk delivery sled. W. Shields is are carved in the oak arch of the bridge.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_055.jpg,1,host,MS 80 Nelson F. Davis Collection,3955302,relators:pht:472^|.|^relators:pbl:471
199,Little Buffalo Creek Bridge,Image,Still Image,Open Seadragon,2083,9/16/35,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>South exterior of the bridge over Little Buffalo Creek near Taylorville, Union County, Pennsylvania.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_056.jpg,1,host,MS 80 Nelson F. Davis Collection,3955303,relators:pht:472^|.|^relators:pbl:471
200,Little Buffalo Creek Bridge,Image,Still Image,Open Seadragon,2083,9/16/35,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Over Little Buffalo Creek near Kelly Crossroads, Union County, Pennsylvania.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_057.jpg,1,host,MS 80 Nelson F. Davis Collection,3955304,relators:pht:472^|.|^relators:pbl:471
201,Little Buffalo Creek Bridge,Image,Still Image,Open Seadragon,2083,9/16/35,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Interior of bridge over the Little Buffalo Creek, near Kelly Crossroads, Union County, Pennsylvania. Span was 54 feet long.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_058.jpg,1,host,MS 80 Nelson F. Davis Collection,3955305,relators:pht:472^|.|^relators:pbl:471
